0	family_id	parent_fam_id
Gene::29091	NA	NA
Gene::29093	1994	646
Gene::29093	646	1054
Gene::29094	NA	NA
Gene::29095	3605	3602
Gene::29097	2326	NA
Gene::29098	NA	NA
Gene::29099	979	NA
Gene::29099	1557	NA
Gene::291	2176	752
Gene::29100	NA	NA
Gene::29101	814	703
Gene::29102	1687	NA
Gene::29102	3648	NA
Gene::29103	584	582
Gene::29104	NA	NA
Gene::29105	1491	NA
Gene::29106	925	NA
Gene::29107	NA	NA
Gene::29108	994	NA
Gene::29108	959	NA
Gene::29109	2006	NA
Gene::29109	1492	NA
Gene::2911	281	275
Gene::2911	281	282
Gene::2911	694	NA
Gene::29110	1802	NA
Gene::29113	NA	NA
Gene::29114	3746	3744
Gene::29115	NA	NA
Gene::29116	58	26
Gene::29116	1293	NA
Gene::29116	1691	1690
Gene::29117	1605	2091
Gene::29117	1232	NA
Gene::29118	499	3332
Gene::29119	1543	1540
Gene::29119	1691	1690
Gene::2912	281	275
Gene::2912	281	282
Gene::29121	1298	NA
Gene::29122	738	NA
Gene::29123	403	NA
Gene::29124	629	NA
Gene::29125	NA	NA
Gene::29126	542	NA
Gene::29126	592	589
Gene::29126	1824	NA
Gene::29126	471	NA
Gene::29126	590	589
Gene::29127	NA	NA
Gene::29128	88	26
Gene::29128	780	NA
Gene::29128	58	26
Gene::29128	1691	1690
Gene::2913	281	275
Gene::2913	281	282
Gene::2914	281	275
Gene::2914	281	282
Gene::2915	281	275
Gene::2915	281	282
Gene::2915	694	NA
Gene::2916	281	275
Gene::2916	281	282
Gene::2917	281	275
Gene::2917	281	282
Gene::2917	694	NA
Gene::2918	281	275
Gene::2918	281	282
Gene::2918	1691	1690
Gene::2919	483	3612
Gene::292	2176	752
Gene::2920	483	3612
Gene::2921	483	3612
Gene::2922	1902	542
Gene::2923	692	NA
Gene::2925	222	NA
Gene::2926	725	NA
Gene::2928	521	516
Gene::293	715	714
Gene::293	2176	752
Gene::2931	3422	3421
Gene::2932	3422	3421
Gene::2934	950	NA
Gene::2935	1963	NA
Gene::2935	3571	3565
Gene::2936	2258	NA
Gene::2937	NA	NA
Gene::2938	567	1470
Gene::2939	567	1470
Gene::2940	567	1470
Gene::2941	567	1470
Gene::2944	567	1470
Gene::2946	567	1470
Gene::2947	567	1470
Gene::2948	567	1470
Gene::2949	567	1470
Gene::2950	567	1470
Gene::2952	567	1470
Gene::2953	567	1470
Gene::2954	567	1470
Gene::2956	1026	NA
Gene::2956	1147	NA
Gene::2956	3643	NA
Gene::2957	1835	1838
Gene::2957	1748	565
Gene::2958	1748	565
Gene::2959	565	NA
Gene::2960	1746	565
Gene::2961	1746	565
Gene::2962	1750	565
Gene::2962	1691	1690
Gene::2963	1750	565
Gene::2965	1269	NA
Gene::2965	1745	565
Gene::2966	1269	NA
Gene::2966	1745	565
Gene::2967	1269	NA
Gene::2967	1745	565
Gene::2968	1269	NA
Gene::2968	1745	565
Gene::2969	565	NA
Gene::2971	28	26
Gene::2971	565	NA
Gene::2972	1879	565
Gene::2972	565	NA
Gene::2975	1747	565
Gene::2976	1747	565
Gene::2976	362	NA
Gene::29760	741	NA
Gene::29761	366	996
Gene::29763	1288	1292
Gene::29763	1691	1690
Gene::29765	1140	NA
Gene::29766	1140	NA
Gene::29767	1140	NA
Gene::2977	820	819
Gene::29775	904	NA
Gene::29775	959	NA
Gene::29777	1484	1729
Gene::2978	863	NA
Gene::29780	673	NA
Gene::29781	1453	1454
Gene::29785	1001	862
Gene::29789	NA	NA
Gene::2979	863	NA
Gene::29796	642	639
Gene::29798	NA	NA
Gene::29799	1130	NA
Gene::2980	542	NA
Gene::29800	76	26
Gene::29801	76	26
Gene::29802	590	589
Gene::29803	28	26
Gene::2981	542	NA
Gene::2982	NA	NA
Gene::2983	NA	NA
Gene::2984	343	819
Gene::29841	NA	NA
Gene::29842	NA	NA
Gene::29843	984	983
Gene::29844	595	3341
Gene::29850	249	178
Gene::29851	471	NA
Gene::29855	1997	NA
Gene::29855	694	NA
Gene::2986	343	819
Gene::2987	NA	NA
Gene::2988	NA	NA
Gene::29880	428	424
Gene::29881	2214	752
Gene::29882	402	NA
Gene::29883	1023	NA
Gene::29886	754	NA
Gene::29886	1290	1292
Gene::29886	1691	1690
Gene::29887	754	NA
Gene::29888	1371	NA
Gene::29888	696	NA
Gene::29888	362	NA
Gene::29889	NA	NA
Gene::29890	725	NA
Gene::29893	NA	NA
Gene::29894	1450	NA
Gene::29894	1691	1690
Gene::29895	NA	NA
Gene::29896	725	NA
Gene::29899	769	NA
Gene::2990	1650	NA
Gene::29901	NA	NA
Gene::29902	NA	NA
Gene::29903	NA	NA
Gene::29904	3630	NA
Gene::29906	438	424
Gene::29907	754	NA
Gene::29909	262	140
Gene::29911	2012	NA
Gene::29911	3500	3499
Gene::29914	NA	NA
Gene::29915	NA	NA
Gene::29916	754	NA
Gene::29919	NA	NA
Gene::2992	436	424
Gene::29920	1691	1690
Gene::29920	3600	NA
Gene::29922	961	NA
Gene::29922	1491	NA
Gene::29923	NA	NA
Gene::29924	3531	NA
Gene::29925	NA	NA
Gene::29926	NA	NA
Gene::29927	3739	NA
Gene::29928	1337	NA
Gene::29928	1857	NA
Gene::29929	447	424
Gene::2993	471	NA
Gene::2993	454	NA
Gene::29930	20	19
Gene::29933	262	140
Gene::29934	754	NA
Gene::29935	1269	NA
Gene::29937	1282	NA
Gene::2994	471	NA
Gene::2994	454	NA
Gene::29940	NA	NA
Gene::29941	870	NA
Gene::29941	835	823
Gene::29941	3494	1625
Gene::29942	NA	NA
Gene::29943	677	3427
Gene::29944	671	1411
Gene::29945	402	NA
Gene::29946	3800	NA
Gene::29947	2060	2059
Gene::29947	3371	3350
Gene::29948	NA	NA
Gene::29949	601	3612
Gene::2995	471	NA
Gene::2995	454	NA
Gene::29950	3800	NA
Gene::29951	58	26
Gene::29951	1220	NA
Gene::29952	1205	NA
Gene::29953	1437	2104
Gene::29954	430	424
Gene::29956	2261	NA
Gene::29956	530	1374
Gene::29956	530	516
Gene::29957	863	NA
Gene::29957	2176	752
Gene::29958	2258	NA
Gene::29959	3705	NA
Gene::2996	454	NA
Gene::29960	NA	NA
Gene::29964	1184	NA
Gene::29964	1218	26
Gene::29965	NA	NA
Gene::29966	1371	NA
Gene::29966	696	NA
Gene::29966	1691	1690
Gene::29966	362	NA
Gene::29967	634	NA
Gene::29968	3517	NA
Gene::29969	NA	NA
Gene::2997	427	424
Gene::29970	1691	1690
Gene::29974	725	NA
Gene::29978	783	NA
Gene::29979	783	NA
Gene::2998	427	424
Gene::29980	NA	NA
Gene::29982	1596	NA
Gene::29984	390	358
Gene::29985	2153	752
Gene::29986	2153	752
Gene::29988	2155	752
Gene::29989	631	632
Gene::2999	1636	NA
Gene::29990	590	589
Gene::29991	631	632
Gene::29992	590	589
Gene::29993	1288	1292
Gene::29994	88	26
Gene::29994	1025	NA
Gene::29994	1232	NA
Gene::29995	1218	26
Gene::29997	NA	NA
Gene::29998	NA	NA
Gene::29999	3	NA
Gene::30	NA	NA
Gene::3000	343	819
Gene::30000	596	NA
Gene::30000	1492	NA
Gene::30000	1835	1838
Gene::30001	NA	NA
Gene::30008	556	NA
Gene::30009	766	NA
Gene::3001	1636	NA
Gene::30010	2315	2317
Gene::30011	NA	NA
Gene::30012	519	517
Gene::30014	1834	NA
Gene::30014	2293	NA
Gene::3002	1636	NA
Gene::3003	1636	NA
Gene::3004	1636	NA
Gene::3005	NA	NA
Gene::3006	NA	NA
Gene::30061	2190	752
Gene::30062	521	516
Gene::3007	NA	NA
Gene::3008	NA	NA
Gene::3009	NA	NA
Gene::301	542	NA
Gene::301	404	NA
Gene::3010	NA	NA
Gene::3012	NA	NA
Gene::3013	NA	NA
Gene::3014	NA	NA
Gene::3015	NA	NA
Gene::3017	NA	NA
Gene::3018	NA	NA
Gene::302	404	NA
Gene::3020	NA	NA
Gene::3021	NA	NA
Gene::3024	NA	NA
Gene::3026	3654	NA
Gene::3028	1534	3376
Gene::3028	743	NA
Gene::3029	1614	1613
Gene::3030	NA	NA
Gene::3032	NA	NA
Gene::3033	NA	NA
Gene::3034	NA	NA
Gene::3035	NA	NA
Gene::3036	428	424
Gene::3037	428	424
Gene::3038	428	424
Gene::3039	940	NA
Gene::3039	2293	NA
Gene::3040	940	NA
Gene::3040	2293	NA
Gene::3042	940	NA
Gene::3043	940	NA
Gene::3045	940	NA
Gene::3046	940	NA
Gene::3047	940	NA
Gene::3048	940	NA
Gene::3049	940	NA
Gene::3050	940	NA
Gene::3052	645	NA
Gene::3053	739	NA
Gene::3054	694	NA
Gene::3054	1058	NA
Gene::3054	1482	NA
Gene::3055	741	NA
Gene::3055	1388	1458
Gene::3059	NA	NA
Gene::306	404	NA
Gene::3060	1902	542
Gene::3061	228	220
Gene::3062	228	220
Gene::3064	542	NA
Gene::3064	1492	NA
Gene::3065	1305	2102
Gene::3065	1305	3341
Gene::3065	989	937
Gene::3065	1243	NA
Gene::3065	1306	2102
Gene::3065	1386	2102
Gene::3065	2103	2102
Gene::3065	3798	2102
Gene::3065	3799	2102
Gene::3066	1305	2102
Gene::3066	1305	3341
Gene::3066	989	937
Gene::3066	1243	NA
Gene::3066	1306	2102
Gene::3066	1386	2102
Gene::3066	2103	2102
Gene::3066	3798	2102
Gene::3066	3799	2102
Gene::3067	NA	NA
Gene::3068	1418	1147
Gene::3069	NA	NA
Gene::307	404	NA
Gene::3070	1190	NA
Gene::3070	3332	1166
Gene::3071	NA	NA
Gene::3073	1642	1650
Gene::3074	1642	1650
Gene::3075	1179	NA
Gene::3075	1639	492
Gene::3077	591	589
Gene::3078	1179	NA
Gene::3078	1639	492
Gene::308	404	NA
Gene::3080	1179	NA
Gene::3080	1639	492
Gene::3081	NA	NA
Gene::30811	3544	2133
Gene::30812	757	NA
Gene::30813	521	516
Gene::30814	467	NA
Gene::30815	438	424
Gene::30816	1412	2296
Gene::30817	915	790
Gene::30817	471	NA
Gene::30818	858	NA
Gene::30818	863	NA
Gene::30819	858	NA
Gene::30819	863	NA
Gene::3082	3654	NA
Gene::30820	858	NA
Gene::30820	863	NA
Gene::30827	88	26
Gene::30827	136	26
Gene::3083	3654	NA
Gene::30832	28	26
Gene::30832	3480	NA
Gene::30833	1042	1076
Gene::30834	NA	NA
Gene::30835	1253	NA
Gene::30835	1298	NA
Gene::30835	471	NA
Gene::30836	NA	NA
Gene::30837	764	NA
Gene::30837	741	NA
Gene::3084	593	589
Gene::3084	1629	NA
Gene::30844	863	NA
Gene::30845	863	NA
Gene::30846	863	NA
Gene::30848	NA	NA
Gene::30849	1492	NA
Gene::30849	1596	NA
Gene::30849	362	NA
Gene::30850	NA	NA
Gene::30851	1220	NA
Gene::3087	519	517
Gene::309	404	NA
Gene::3090	861	NA
Gene::3090	28	26
Gene::3091	420	NA
Gene::3091	2127	NA
Gene::3092	NA	NA
Gene::3093	102	NA
Gene::3094	1811	NA
Gene::3096	28	26
Gene::30968	1734	NA
Gene::3097	28	26
Gene::3098	3429	NA
Gene::3099	3429	NA
Gene::31	3437	3445
Gene::31	3752	NA
Gene::310	404	NA
Gene::3101	3429	NA
Gene::3104	861	NA
Gene::3104	28	26
Gene::3105	591	589
Gene::3105	588	NA
Gene::3106	591	589
Gene::3106	588	NA
Gene::3106	1691	1690
Gene::3107	591	589
Gene::3107	588	NA
Gene::3108	591	589
Gene::3108	588	NA
Gene::3109	591	589
Gene::3109	588	NA
Gene::311	404	NA
Gene::3110	518	517
Gene::3111	591	589
Gene::3111	588	NA
Gene::3112	591	589
Gene::3112	588	NA
Gene::3113	591	589
Gene::3113	588	NA
Gene::3115	591	589
Gene::3115	588	NA
Gene::3117	591	589
Gene::3117	588	NA
Gene::3118	591	589
Gene::3118	588	NA
Gene::3119	591	589
Gene::3119	588	NA
Gene::312	404	NA
Gene::3120	591	589
Gene::3120	588	NA
Gene::3121	588	NA
Gene::3122	591	589
Gene::3122	588	NA
Gene::3123	591	589
Gene::3123	588	NA
Gene::3125	591	589
Gene::3125	588	NA
Gene::3126	591	589
Gene::3126	588	NA
Gene::3127	591	589
Gene::3127	588	NA
Gene::313	NA	NA
Gene::3131	1248	506
Gene::3133	591	589
Gene::3133	588	NA
Gene::3134	591	589
Gene::3134	588	NA
Gene::3135	591	589
Gene::3135	588	NA
Gene::314	NA	NA
Gene::3140	591	589
Gene::3140	870	NA
Gene::3141	NA	NA
Gene::3142	519	517
Gene::3145	NA	NA
Gene::3146	511	510
Gene::3148	511	510
Gene::3148	1659	NA
Gene::3149	511	510
Gene::3150	511	510
Gene::3151	511	510
Gene::3155	NA	NA
Gene::3156	NA	NA
Gene::3157	NA	NA
Gene::3158	NA	NA
Gene::3159	511	510
Gene::3159	1691	1690
Gene::316	2258	NA
Gene::316	3505	NA
Gene::3161	471	NA
Gene::3162	NA	NA
Gene::3163	NA	NA
Gene::3164	2079	71
Gene::3166	519	517
Gene::3167	519	517
Gene::3169	508	NA
Gene::317	1341	NA
Gene::317	959	NA
Gene::317	362	NA
Gene::3170	508	NA
Gene::3171	508	NA
Gene::3172	2085	71
Gene::3172	1691	1690
Gene::3174	2085	71
Gene::3175	527	516
Gene::3176	2063	1400
Gene::3176	3372	3350
Gene::317647	NA	NA
Gene::317649	NA	NA
Gene::317662	NA	NA
Gene::317671	NA	NA
Gene::3177	2180	752
Gene::317701	291	139
Gene::317703	291	139
Gene::317705	291	139
Gene::317719	861	NA
Gene::317719	617	NA
Gene::317749	743	NA
Gene::317754	685	403
Gene::317761	NA	NA
Gene::317762	NA	NA
Gene::317772	NA	NA
Gene::317781	499	3332
Gene::3178	725	NA
Gene::3178	1504	1518
Gene::3178	1950	NA
Gene::318	667	NA
Gene::3181	725	NA
Gene::3181	1950	NA
Gene::3182	725	NA
Gene::3182	1504	1518
Gene::3182	1950	NA
Gene::3183	1516	1518
Gene::3183	725	NA
Gene::3183	1510	1518
Gene::3183	1950	NA
Gene::3184	725	NA
Gene::3184	1950	NA
Gene::3185	725	NA
Gene::3185	1950	NA
Gene::3187	725	NA
Gene::3187	1950	NA
Gene::3188	725	NA
Gene::3188	1950	NA
Gene::3189	725	NA
Gene::3189	1950	NA
Gene::319	405	NA
Gene::3190	1950	NA
Gene::3190	1691	1690
Gene::319089	769	NA
Gene::3191	725	NA
Gene::3191	1950	NA
Gene::319100	188	168
Gene::319101	609	1109
Gene::3192	1950	NA
Gene::3195	519	517
Gene::3196	519	517
Gene::3198	518	517
Gene::3199	518	517
Gene::32	3437	3445
Gene::32	3752	NA
Gene::320	1220	NA
Gene::3200	518	517
Gene::3201	518	517
Gene::3202	518	517
Gene::3203	518	517
Gene::3204	518	517
Gene::3205	518	517
Gene::3206	518	517
Gene::3207	518	517
Gene::3208	863	NA
Gene::3209	518	517
Gene::321	1220	NA
Gene::3211	518	517
Gene::3212	518	517
Gene::3213	518	517
Gene::3213	1691	1690
Gene::3214	518	517
Gene::3215	518	517
Gene::3216	518	517
Gene::3217	518	517
Gene::3218	518	517
Gene::3219	518	517
Gene::322	NA	NA
Gene::3221	518	517
Gene::3222	518	517
Gene::3222	1691	1690
Gene::3223	518	517
Gene::3224	518	517
Gene::3225	518	517
Gene::3226	518	517
Gene::3227	518	517
Gene::3228	518	517
Gene::3229	518	517
Gene::323	NA	NA
Gene::3231	518	517
Gene::3231	1691	1690
Gene::3232	518	517
Gene::3233	518	517
Gene::3233	1691	1690
Gene::3234	518	517
Gene::3235	518	517
Gene::3236	518	517
Gene::3237	518	517
Gene::3238	518	517
Gene::3239	518	517
Gene::324	694	NA
Gene::324	409	1492
Gene::3240	1179	NA
Gene::3241	863	NA
Gene::3242	2111	NA
Gene::3248	743	NA
Gene::3249	1404	NA
Gene::3249	2020	738
Gene::325	1143	1141
Gene::3250	1179	NA
Gene::3251	NA	NA
Gene::3257	1039	NA
Gene::3257	1691	1690
Gene::326	88	26
Gene::326	3515	NA
Gene::3263	NA	NA
Gene::326340	137	26
Gene::3265	389	358
Gene::3266	389	358
Gene::326624	388	358
Gene::326625	1491	NA
Gene::3267	395	NA
Gene::3267	1691	1690
Gene::3268	395	NA
Gene::3269	187	168
Gene::327	NA	NA
Gene::3270	NA	NA
Gene::3273	968	964
Gene::3274	187	168
Gene::3275	2057	2058
Gene::3275	3366	3370
Gene::3276	2057	2058
Gene::3276	1691	1690
Gene::3276	3366	3370
Gene::327657	739	NA
Gene::328	1659	NA
Gene::328	1687	NA
Gene::3280	420	NA
Gene::3281	NA	NA
Gene::3283	743	NA
Gene::3284	743	NA
Gene::329	419	NA
Gene::329	58	26
Gene::329	959	NA
Gene::3290	743	NA
Gene::3291	743	NA
Gene::3292	743	NA
Gene::3293	743	NA
Gene::3294	743	NA
Gene::3295	743	NA
Gene::3295	3686	NA
Gene::3297	NA	NA
Gene::3298	NA	NA
Gene::3299	NA	NA
Gene::33	974	NA
Gene::33	2258	NA
Gene::330	419	NA
Gene::330	58	26
Gene::330	959	NA
Gene::3300	584	582
Gene::3301	584	582
Gene::3303	1552	NA
Gene::3303	583	582
Gene::3304	1552	NA
Gene::3304	583	582
Gene::3305	1552	NA
Gene::3305	583	582
Gene::3306	583	582
Gene::3308	583	582
Gene::3309	583	582
Gene::331	419	NA
Gene::331	58	26
Gene::3310	583	582
Gene::3312	1516	1518
Gene::3312	583	582
Gene::3312	1510	1518
Gene::3313	583	582
Gene::3313	1835	1838
Gene::3315	585	582
Gene::3316	585	582
Gene::332	419	NA
Gene::332	1338	NA
Gene::3320	586	582
Gene::3321	590	589
Gene::3326	586	582
Gene::3329	587	582
Gene::3329	2290	NA
Gene::333	NA	NA
Gene::3336	587	582
Gene::3337	584	582
Gene::3338	584	582
Gene::3339	593	589
Gene::3339	570	NA
Gene::333926	701	814
Gene::333929	28	26
Gene::333929	1259	NA
Gene::333932	NA	NA
Gene::334	NA	NA
Gene::3340	763	821
Gene::3344	508	NA
Gene::3346	971	NA
Gene::3346	2245	NA
Gene::3347	971	NA
Gene::3347	2245	NA
Gene::335	405	NA
Gene::3350	170	168
Gene::3350	170	171
Gene::3351	170	168
Gene::3351	170	171
Gene::3352	170	168
Gene::3352	170	171
Gene::3354	170	168
Gene::3354	170	171
Gene::3355	170	168
Gene::3355	170	171
Gene::3356	170	168
Gene::3356	170	171
Gene::3357	170	168
Gene::3357	170	171
Gene::3358	170	168
Gene::3358	170	171
Gene::3358	1835	1838
Gene::3358	1691	1690
Gene::3359	172	171
Gene::3359	172	161
Gene::336	405	NA
Gene::3360	170	168
Gene::3360	170	171
Gene::3361	170	168
Gene::3361	170	171
Gene::3362	170	168
Gene::3362	170	171
Gene::3363	170	168
Gene::3363	170	171
Gene::3364	1339	NA
Gene::337	405	NA
Gene::3371	1983	554
Gene::3371	1983	555
Gene::3373	1448	1650
Gene::3375	1902	542
Gene::3376	NA	NA
Gene::337867	926	NA
Gene::337867	1691	1690
Gene::337876	425	424
Gene::337876	426	424
Gene::337878	619	NA
Gene::337879	619	NA
Gene::337880	619	NA
Gene::337882	619	NA
Gene::337959	619	NA
Gene::337960	619	NA
Gene::337963	619	NA
Gene::337966	619	NA
Gene::337967	619	NA
Gene::337968	619	NA
Gene::337969	619	NA
Gene::337970	619	NA
Gene::337971	619	NA
Gene::337972	619	NA
Gene::337973	619	NA
Gene::337974	619	NA
Gene::337975	619	NA
Gene::337976	619	NA
Gene::337977	619	NA
Gene::337978	619	NA
Gene::337979	619	NA
Gene::337985	619	NA
Gene::338	405	NA
Gene::338094	NA	NA
Gene::3381	1279	2245
Gene::3382	1921	1292
Gene::3383	1410	NA
Gene::3383	542	NA
Gene::3383	471	NA
Gene::3383	594	589
Gene::338321	666	NA
Gene::338321	994	NA
Gene::338322	666	NA
Gene::338322	994	NA
Gene::338323	666	NA
Gene::338323	994	NA
Gene::338324	459	1354
Gene::338324	863	NA
Gene::338328	1226	NA
Gene::338339	1298	NA
Gene::338339	471	NA
Gene::338376	598	3612
Gene::338382	388	358
Gene::338398	1162	289
Gene::3384	1410	NA
Gene::3384	542	NA
Gene::3384	471	NA
Gene::3384	594	589
Gene::338440	865	301
Gene::338442	200	140
Gene::3385	1410	NA
Gene::3385	471	NA
Gene::3385	594	589
Gene::338557	203	201
Gene::338567	277	178
Gene::338567	277	183
Gene::338596	438	424
Gene::338599	NA	NA
Gene::3386	1410	NA
Gene::3386	471	NA
Gene::3386	594	589
Gene::3386	454	NA
Gene::338620	NA	NA
Gene::338645	NA	NA
Gene::338657	NA	NA
Gene::338661	694	NA
Gene::338662	155	141
Gene::338667	NA	NA
Gene::338674	152	141
Gene::338675	152	141
Gene::338692	403	NA
Gene::338699	694	NA
Gene::338699	403	NA
Gene::338707	425	424
Gene::338751	165	141
Gene::338755	149	141
Gene::338761	1372	1641
Gene::338773	NA	NA
Gene::338785	609	1109
Gene::338809	NA	NA
Gene::338811	NA	NA
Gene::338821	2216	752
Gene::338872	1372	1641
Gene::338879	723	1687
Gene::338917	521	516
Gene::338949	NA	NA
Gene::339	406	NA
Gene::339105	738	NA
Gene::339122	388	358
Gene::339123	NA	NA
Gene::339145	NA	NA
Gene::339168	3478	NA
Gene::339175	3361	2059
Gene::339175	3371	3350
Gene::339184	NA	NA
Gene::339210	NA	NA
Gene::339221	1821	NA
Gene::339229	NA	NA
Gene::339230	NA	NA
Gene::339231	357	358
Gene::339263	NA	NA
Gene::339287	1481	NA
Gene::339291	NA	NA
Gene::339302	2318	NA
Gene::339318	28	26
Gene::339318	3480	NA
Gene::339324	28	26
Gene::339327	28	26
Gene::339327	3480	NA
Gene::339344	532	NA
Gene::339345	3405	66
Gene::339366	947	NA
Gene::339390	1298	NA
Gene::339398	593	589
Gene::3394	1743	NA
Gene::3394	1691	1690
Gene::339403	217	140
Gene::339416	403	NA
Gene::339448	NA	NA
Gene::339451	861	NA
Gene::339451	617	NA
Gene::339453	NA	NA
Gene::339456	NA	NA
Gene::339479	NA	NA
Gene::339487	1345	NA
Gene::339488	2048	NA
Gene::339500	28	26
Gene::339501	738	NA
Gene::339512	NA	NA
Gene::339541	NA	NA
Gene::339559	28	26
Gene::339559	42	1411
Gene::339559	3480	NA
Gene::3396	NA	NA
Gene::339665	2186	752
Gene::339669	NA	NA
Gene::3397	420	NA
Gene::339745	861	NA
Gene::339761	1014	862
Gene::339766	636	1492
Gene::339768	403	NA
Gene::339778	NA	NA
Gene::339779	NA	NA
Gene::3398	420	NA
Gene::339804	NA	NA
Gene::339829	1491	NA
Gene::339834	NA	NA
Gene::339855	NA	NA
Gene::339862	NA	NA
Gene::339883	NA	NA
Gene::339896	NA	NA
Gene::3399	420	NA
Gene::339906	NA	NA
Gene::339965	NA	NA
Gene::339967	2020	738
Gene::339976	58	26
Gene::339977	NA	NA
Gene::339983	1134	1132
Gene::34	974	NA
Gene::34	2258	NA
Gene::3400	420	NA
Gene::340024	2159	752
Gene::340061	NA	NA
Gene::340069	NA	NA
Gene::340075	410	NA
Gene::340085	NA	NA
Gene::340120	403	NA
Gene::340146	2186	752
Gene::340152	73	26
Gene::340156	1668	1630
Gene::340168	NA	NA
Gene::340178	NA	NA
Gene::340204	NA	NA
Gene::340205	590	589
Gene::340252	28	26
Gene::340252	3480	NA
Gene::340260	521	516
Gene::340267	490	NA
Gene::340273	806	417
Gene::340277	NA	NA
Gene::340307	907	NA
Gene::340335	NA	NA
Gene::340348	768	NA
Gene::340351	1321	NA
Gene::340359	861	NA
Gene::340359	617	NA
Gene::340371	1691	1690
Gene::340371	3705	NA
Gene::340385	28	26
Gene::340385	3480	NA
Gene::340393	NA	NA
Gene::340419	1898	542
Gene::340441	685	403
Gene::340481	76	26
Gene::340485	400	NA
Gene::340526	NA	NA
Gene::340527	2269	NA
Gene::340529	725	NA
Gene::340529	2293	NA
Gene::340533	NA	NA
Gene::340542	1217	NA
Gene::340543	1216	NA
Gene::340547	1414	1410
Gene::340547	590	589
Gene::340554	73	26
Gene::340562	1134	1132
Gene::340578	362	NA
Gene::340595	NA	NA
Gene::340596	1489	1471
Gene::340602	NA	NA
Gene::340654	464	NA
Gene::340665	1013	862
Gene::340706	NA	NA
Gene::340719	3405	66
Gene::340745	593	589
Gene::340784	519	517
Gene::340895	NA	NA
Gene::340900	NA	NA
Gene::340980	165	141
Gene::340990	NA	NA
Gene::341	405	NA
Gene::341019	1369	NA
Gene::341032	NA	NA
Gene::341112	NA	NA
Gene::341116	958	NA
Gene::341152	149	141
Gene::341208	3426	3428
Gene::341276	157	141
Gene::341277	NA	NA
Gene::341346	NA	NA
Gene::341350	NA	NA
Gene::341359	765	823
Gene::341392	40	NA
Gene::341405	403	NA
Gene::341416	153	141
Gene::341418	153	141
Gene::341567	NA	NA
Gene::341568	155	141
Gene::3416	1440	NA
Gene::341640	NA	NA
Gene::341676	3420	NA
Gene::3417	1926	NA
Gene::341799	153	141
Gene::3418	1926	NA
Gene::341880	2186	752
Gene::3419	1926	NA
Gene::341947	643	639
Gene::3420	1926	NA
Gene::342035	2314	NA
Gene::342096	1856	1084
Gene::3421	1926	NA
Gene::342125	1135	NA
Gene::342132	28	26
Gene::342184	2006	NA
Gene::3422	NA	NA
Gene::3423	410	NA
Gene::342346	NA	NA
Gene::342357	532	NA
Gene::342357	28	26
Gene::342357	42	1411
Gene::342357	3480	NA
Gene::342371	3792	NA
Gene::342372	1298	NA
Gene::3425	1650	NA
Gene::342510	471	NA
Gene::342510	590	589
Gene::342527	NA	NA
Gene::342538	NA	NA
Gene::342574	608	1109
Gene::3426	1404	NA
Gene::3426	1639	492
Gene::342618	1110	NA
Gene::342667	2308	NA
Gene::3428	995	994
Gene::3428	994	NA
Gene::342850	3601	403
Gene::342865	590	589
Gene::342892	28	26
Gene::342892	3480	NA
Gene::342897	NA	NA
Gene::342898	NA	NA
Gene::3429	NA	NA
Gene::342900	521	516
Gene::342908	28	26
Gene::342908	3480	NA
Gene::342909	28	26
Gene::342909	3480	NA
Gene::342918	NA	NA
Gene::342926	28	26
Gene::342926	3480	NA
Gene::342931	58	26
Gene::342933	28	26
Gene::342933	42	1411
Gene::342945	28	26
Gene::342945	42	1411
Gene::342945	1691	1690
Gene::342977	3405	66
Gene::342979	1792	NA
Gene::343	305	304
Gene::3430	NA	NA
Gene::343035	NA	NA
Gene::343066	465	NA
Gene::343068	686	NA
Gene::343069	725	NA
Gene::343070	686	NA
Gene::343071	686	NA
Gene::343099	NA	NA
Gene::3431	88	26
Gene::3431	870	NA
Gene::3431	1232	NA
Gene::3431	3515	NA
Gene::343169	153	141
Gene::343171	149	141
Gene::343172	149	141
Gene::343173	149	141
Gene::343263	593	589
Gene::343263	658	555
Gene::3433	769	NA
Gene::3434	769	NA
Gene::343406	157	141
Gene::343413	2120	NA
Gene::343413	594	589
Gene::343450	856	183
Gene::343450	1691	1690
Gene::343472	519	517
Gene::343505	NA	NA
Gene::343521	NA	NA
Gene::343563	149	141
Gene::343578	721	NA
Gene::343637	1898	542
Gene::343641	773	NA
Gene::3437	769	NA
Gene::343702	955	NA
Gene::3439	598	3612
Gene::3439	2293	NA
Gene::343930	NA	NA
Gene::343990	NA	NA
Gene::344	405	NA
Gene::3440	598	3612
Gene::344018	420	NA
Gene::344022	519	517
Gene::3441	598	3612
Gene::344148	NA	NA
Gene::344167	508	NA
Gene::344191	518	517
Gene::3442	598	3612
Gene::3443	598	3612
Gene::344387	3786	3421
Gene::3444	598	3612
Gene::3445	598	3612
Gene::344558	58	26
Gene::344561	262	140
Gene::3446	598	3612
Gene::344657	NA	NA
Gene::344658	760	NA
Gene::3447	598	3612
Gene::3447	2293	NA
Gene::344752	465	NA
Gene::344758	262	140
Gene::344787	28	26
Gene::344787	3480	NA
Gene::3448	598	3612
Gene::344805	2020	738
Gene::344807	592	589
Gene::344838	930	NA
Gene::344892	137	26
